,gtype_train,train_generation_seed,train_splilt_seed,test_generation_seed,test_splilt_seed,copies,adj_size,model_seed,epochs,kendalltau,std
13,ER_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,13,0.8770896151256625,0.05248543625345772
14,ER_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,14,0.8777709463839471,0.052563427685066284
15,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,0,0.7205474025563581,0.08362840622842861
16,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,1,0.8106300722621878,0.0763810965711912
17,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,2,0.8336159173916643,0.07161527368002149
18,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,3,0.8444397344120921,0.06817231582127657
19,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,4,0.8528546605885943,0.06456365481342517
20,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,5,0.8586631013979863,0.06256792372203221
21,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,6,0.8633596481093934,0.061284024031697894
22,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,7,0.8665638877684476,0.060297542542715535
23,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,8,0.8691639478503284,0.05955932241525543
24,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,9,0.8713012738836599,0.05916567918887452
25,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,10,0.8728928902314438,0.059019090101982384
26,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,11,0.8743393708270851,0.05881876720337748
27,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,12,0.8748796183503081,0.05866207004615414
28,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,13,0.8753746706626483,0.05853816278867136
29,ER_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,14,0.8753801798498625,0.05864345114006564
30,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,0,0.7125293727146431,0.08013620200805148
31,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,1,0.8059130097168452,0.07252221154079849
32,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,2,0.8309035166049628,0.06880401574208488
33,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,3,0.8423959048319689,0.0658159094683081
34,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,4,0.8496877486255915,0.06336919035369101
35,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,5,0.8552462406267693,0.061899156073966635
36,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,6,0.8591382023845113,0.06053532342995663
37,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,7,0.8620740211059486,0.05943639747544522
38,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,8,0.864100959387512,0.05887992235322717
39,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,9,0.8654588243559729,0.05827695679983464
40,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,10,0.8663153088051809,0.058069453216579595
41,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,11,0.8670747798294226,0.057907780085023425
42,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,12,0.867272405908652,0.057872495540557505
43,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,13,0.8674200681694924,0.057725404731554374
44,ER_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,14,0.8674600704939003,0.05771632874585966
45,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,0,0.7323699714451486,0.08038332925239886
46,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,1,0.8163502243535561,0.06774935206530498
47,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,2,0.8351151793760792,0.0640721214452125
48,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,3,0.8457432343736052,0.06144564809959687
49,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,4,0.8536334750300814,0.06012099330683984
50,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,5,0.8586290278025144,0.058756318186548605
51,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,6,0.8623333217160984,0.05778341111048972
52,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,7,0.8650187518496221,0.05706316931411115
53,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,8,0.8669867989817236,0.05653128613193676
54,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,9,0.86826667283996,0.05617815056413104
55,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,10,0.8694139324428125,0.05641471413675236
56,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,11,0.8701994478271293,0.05650021050195679
57,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,12,0.8705769419492653,0.05643420026709936
58,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,13,0.8707816730034038,0.05679543929834669
59,ER_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,14,0.8716007253137972,0.05703798024540244
60,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,0,0.7226992969737995,0.07550885185311139
61,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,1,0.8019219044331942,0.06272789361088796
62,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,2,0.8237707795805352,0.06066523310746233
63,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,3,0.8364521523651722,0.05979830760412654
64,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,4,0.844599143952389,0.05884354585332287
65,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,5,0.8502524145950039,0.05780172718419733
66,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,6,0.8547027231745605,0.056491394582873
67,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,7,0.8579665540876185,0.055815366165456265
68,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,8,0.8607581730487877,0.05525268608919417
69,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,9,0.8628500595695426,0.05492736856413992
70,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,10,0.8646704661299806,0.054850249848806557
71,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,11,0.8658381197906726,0.054712654029605574
72,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,12,0.8670106641419357,0.0548336498603281
73,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,13,0.8686246309151983,0.05505319447188353
74,ER_5_graphs_2000_1000_nodes_4_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,4,0,10,0,10,10000,15,14,0.8692143679284354,0.05522033815476477
75,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,0,0.6705130910259778,0.09244969021656536
76,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,1,0.6995518664967602,0.09666998040104961
77,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,2,0.7247364248190434,0.10230657508249953
78,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,3,0.7411832619813484,0.10930219576219732
79,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,4,0.7484555267628372,0.11509920828820284
80,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,5,0.7524879870929005,0.12067346185733067
81,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,6,0.7537359545300552,0.12485821434058914
82,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,7,0.7519302054053375,0.1321830252168702
83,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,8,0.7527487167017737,0.13623635090130065
84,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,9,0.7550161256790097,0.1375708115058386
85,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,10,0.7502808680218875,0.1459620790899607
86,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,11,0.7540360104042788,0.14319043672548648
87,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,12,0.7425057495687173,0.15674192103876716
88,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,13,0.7443890683117595,0.15593759371590407
89,SF_5_graphs_2000_1000_nodes_0_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,0,0,10,0,10,10000,15,14,0.7399038591828505,0.16190554325267018
90,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,0,0.6745482072674649,0.09099414065676303
91,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,1,0.7074648132407788,0.09613687093379174
92,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,2,0.7327064914669901,0.10433640916989297
93,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,3,0.7470364758766925,0.113536293714245
94,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,4,0.7548503270019218,0.11794207002550097
95,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,5,0.7644821030000987,0.11644853754562882
96,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,6,0.7715621773645935,0.11444195229408172
97,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,7,0.7736731622043944,0.11677238859634802
98,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,8,0.77755886676628,0.11420364870398146
99,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,9,0.7775943805690038,0.11648412301944806
100,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,10,0.7738677640978555,0.12229430324742412
101,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,11,0.7729524973021854,0.12256641501838168
102,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,12,0.76504529438456,0.1328194055787391
103,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,13,0.7597020041834521,0.13926975118979562
104,SF_5_graphs_2000_1000_nodes_1_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,1,0,10,0,10,10000,15,14,0.7506108432577798,0.14845610688802685
105,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,0,0.6802184216629553,0.08923663930302032
106,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,1,0.7047613968447359,0.09232934734062868
107,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,2,0.7211590335095737,0.09985162286641609
108,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,3,0.7376215744437019,0.1040268251711058
109,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,4,0.7470506622571633,0.10962400467063275
110,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,5,0.7517659539586574,0.11573536475456364
111,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,6,0.7571551645733455,0.11652677612968852
112,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,7,0.7569777505556705,0.12308167105218529
113,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,8,0.7616211434407636,0.12063589727872809
114,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,9,0.7606715319058751,0.12487462057155273
115,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,10,0.7635213264064701,0.12247825541838311
116,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,11,0.7634102078175429,0.12566590621098575
117,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,12,0.7628082418000492,0.12824083157008276
118,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,13,0.7702962752798194,0.1185452479602742
119,SF_5_graphs_2000_1000_nodes_2_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,2,0,10,0,10,10000,15,14,0.7662847139890769,0.12550326409759507
120,SF_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,0,0.6742063249269237,0.09360412425681836
121,SF_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,1,0.7053523556315302,0.09456044155376467
122,SF_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,2,0.7262698016540108,0.10183527367286802
123,SF_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,3,0.7386584989321641,0.11172268716290956
124,SF_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,4,0.7478071236300031,0.11608769602214826
125,SF_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,5,0.7451846463745688,0.1289474008724505
126,SF_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,6,0.7477401619138804,0.13317509721089563
127,SF_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,7,0.7555416100336038,0.13076038144737942
128,SF_5_graphs_2000_1000_nodes_3_genseed_5_train_10_copies_10000_size_0_splitseed.pickle,3,0,10,0,10,10000,15,8,0.7583431258226557,0.1312012565640325
